,ward,precinct,tot_votes,eman_votes,garcia_votes,eman_pct,garcia_pct
468,11,22,484,273,211,0.5640495867768595,0.4359504132231405
469,11,23,271,202,69,0.7453874538745388,0.25461254612546125
470,11,24,503,378,125,0.7514910536779325,0.2485089463220676
471,11,25,404,247,157,0.6113861386138614,0.3886138613861386
472,11,26,508,327,181,0.6437007874015748,0.3562992125984252
473,11,27,158,96,62,0.6075949367088608,0.3924050632911392
474,11,28,205,127,78,0.6195121951219512,0.3804878048780488
475,11,29,499,325,174,0.6513026052104208,0.3486973947895792
476,11,30,233,180,53,0.7725321888412017,0.22746781115879827
477,11,31,441,274,167,0.6213151927437641,0.3786848072562358
478,11,32,237,189,48,0.7974683544303798,0.20253164556962025
479,11,33,300,200,100,0.6666666666666666,0.3333333333333333
480,11,34,164,130,34,0.7926829268292683,0.2073170731707317
481,11,35,154,109,45,0.7077922077922078,0.2922077922077922
482,11,36,178,119,59,0.6685393258426966,0.33146067415730335
483,11,37,138,102,36,0.7391304347826086,0.2608695652173913
484,11,38,150,36,114,0.24,0.76
485,12,1,333,104,229,0.3123123123123123,0.6876876876876877
486,12,2,255,73,182,0.28627450980392155,0.7137254901960784
487,12,3,379,114,265,0.3007915567282322,0.6992084432717678
488,12,4,330,101,229,0.30606060606060603,0.693939393939394
489,12,5,289,124,165,0.4290657439446367,0.5709342560553633
490,12,6,327,104,223,0.3180428134556575,0.6819571865443425
491,12,7,261,29,232,0.1111111111111111,0.8888888888888888
492,12,8,331,128,203,0.3867069486404834,0.6132930513595166
493,12,9,286,83,203,0.2902097902097902,0.7097902097902098
494,12,10,302,39,263,0.1291390728476821,0.8708609271523179
495,12,11,326,56,270,0.17177914110429449,0.8282208588957055
496,12,12,267,74,193,0.27715355805243447,0.7228464419475655
497,12,13,316,84,232,0.26582278481012656,0.7341772151898734
498,12,14,241,25,216,0.1037344398340249,0.8962655601659751
499,12,15,305,76,229,0.24918032786885247,0.7508196721311475
500,12,16,294,37,257,0.12585034013605442,0.8741496598639455
501,12,17,323,91,232,0.28173374613003094,0.718266253869969
502,12,18,269,33,236,0.12267657992565056,0.8773234200743495
503,12,19,304,68,236,0.2236842105263158,0.7763157894736842
504,12,20,354,79,275,0.2231638418079096,0.7768361581920904
505,12,21,316,98,218,0.310126582278481,0.689873417721519
506,12,22,242,30,212,0.12396694214876033,0.8760330578512396
507,12,23,311,107,204,0.3440514469453376,0.6559485530546624
508,13,1,267,166,101,0.6217228464419475,0.3782771535580524
509,13,2,305,207,98,0.6786885245901639,0.32131147540983607
510,13,3,218,80,138,0.3669724770642202,0.6330275229357798
511,13,4,335,215,120,0.6417910447761194,0.3582089552238806
512,13,5,351,153,198,0.4358974358974359,0.5641025641025641
513,13,6,325,218,107,0.6707692307692308,0.3292307692307692
514,13,7,242,125,117,0.5165289256198347,0.4834710743801653
515,13,8,231,120,111,0.5194805194805194,0.4805194805194805
516,13,9,288,153,135,0.53125,0.46875
517,13,10,317,212,105,0.668769716088328,0.3312302839116719
518,13,11,366,218,148,0.5956284153005464,0.40437158469945356
519,13,12,285,145,140,0.5087719298245614,0.49122807017543857
520,13,13,312,139,173,0.44551282051282054,0.5544871794871795
521,13,14,271,130,141,0.4797047970479705,0.5202952029520295
522,13,15,438,240,198,0.547945205479452,0.4520547945205479
523,13,16,237,108,129,0.45569620253164556,0.5443037974683544
524,13,17,261,149,112,0.5708812260536399,0.42911877394636017
525,13,18,243,148,95,0.6090534979423868,0.39094650205761317
526,13,19,322,121,201,0.37577639751552794,0.6242236024844721
527,13,20,194,123,71,0.634020618556701,0.36597938144329895
528,13,21,371,247,124,0.6657681940700808,0.33423180592991913
529,13,22,353,220,133,0.623229461756374,0.37677053824362605
530,13,23,233,104,129,0.44635193133047213,0.5536480686695279
531,13,24,289,157,132,0.5432525951557093,0.45674740484429066
532,13,25,307,156,151,0.50814332247557,0.49185667752442996
533,13,26,310,204,106,0.6580645161290323,0.3419354838709677
534,13,27,307,187,120,0.6091205211726385,0.39087947882736157
535,13,28,252,112,140,0.4444444444444444,0.5555555555555556
536,13,29,248,112,136,0.45161290322580644,0.5483870967741935
537,13,30,233,104,129,0.44635193133047213,0.5536480686695279
538,13,31,325,199,126,0.6123076923076923,0.38769230769230767
539,13,32,277,180,97,0.6498194945848376,0.35018050541516244
540,13,33,294,189,105,0.6428571428571429,0.35714285714285715
541,13,34,359,184,175,0.5125348189415042,0.48746518105849584
542,13,35,281,126,155,0.4483985765124555,0.5516014234875445
543,13,36,169,74,95,0.4378698224852071,0.5621301775147929
544,13,37,333,186,147,0.5585585585585585,0.44144144144144143
545,13,38,283,171,112,0.6042402826855123,0.3957597173144876
546,13,39,310,147,163,0.47419354838709676,0.5258064516129032
547,13,40,254,149,105,0.5866141732283464,0.41338582677165353
548,13,41,284,128,156,0.4507042253521127,0.5492957746478874
549,13,42,310,192,118,0.6193548387096774,0.38064516129032255
550,13,43,328,193,135,0.5884146341463414,0.4115853658536585
551,13,44,409,310,99,0.7579462102689487,0.24205378973105135
552,13,45,302,208,94,0.6887417218543046,0.31125827814569534
553,13,46,357,139,218,0.38935574229691877,0.6106442577030813
554,13,47,313,142,171,0.4536741214057508,0.5463258785942492
555,13,48,283,197,86,0.696113074204947,0.303886925795053
556,14,1,416,246,170,0.5913461538461539,0.40865384615384615
557,14,2,421,155,266,0.3681710213776722,0.6318289786223278
558,14,3,295,75,220,0.2542372881355932,0.7457627118644068
559,14,4,321,194,127,0.6043613707165109,0.3956386292834891
560,14,5,372,88,284,0.23655913978494625,0.7634408602150538
561,14,6,146,42,104,0.2876712328767123,0.7123287671232876
562,14,7,326,92,234,0.2822085889570552,0.7177914110429447
563,14,8,303,81,222,0.26732673267326734,0.7326732673267327
564,14,9,360,202,158,0.5611111111111111,0.4388888888888889
565,14,10,220,72,148,0.32727272727272727,0.6727272727272727
566,14,11,171,55,116,0.3216374269005848,0.6783625730994152
567,14,12,312,128,184,0.41025641025641024,0.5897435897435898
568,14,13,238,88,150,0.3697478991596639,0.6302521008403361
569,14,14,273,75,198,0.27472527472527475,0.7252747252747253
570,14,15,302,76,226,0.25165562913907286,0.7483443708609272
571,14,16,227,74,153,0.32599118942731276,0.6740088105726872
572,14,17,257,77,180,0.29961089494163423,0.7003891050583657
573,14,18,136,56,80,0.4117647058823529,0.5882352941176471
574,14,19,274,59,215,0.21532846715328466,0.7846715328467153
575,14,20,191,53,138,0.2774869109947644,0.7225130890052356
576,14,21,289,52,237,0.17993079584775087,0.8200692041522492
577,14,22,331,147,184,0.44410876132930516,0.5558912386706949
578,14,23,263,138,125,0.5247148288973384,0.4752851711026616
579,14,24,406,235,171,0.5788177339901478,0.4211822660098522
580,14,25,188,34,154,0.18085106382978725,0.8191489361702128
581,14,26,192,33,159,0.171875,0.828125
582,14,27,267,108,159,0.4044943820224719,0.5955056179775281
583,14,28,234,92,142,0.39316239316239315,0.6068376068376068
584,14,29,256,73,183,0.28515625,0.71484375
585,14,30,155,29,126,0.1870967741935484,0.8129032258064516
586,14,31,175,33,142,0.18857142857142858,0.8114285714285714
587,15,1,337,57,280,0.16913946587537093,0.8308605341246291
588,15,2,172,105,67,0.6104651162790697,0.38953488372093026
589,15,3,184,100,84,0.5434782608695652,0.45652173913043476
590,15,4,340,68,272,0.2,0.8
591,15,5,275,47,228,0.1709090909090909,0.8290909090909091
592,15,6,303,73,230,0.24092409240924093,0.759075907590759
593,15,7,225,121,104,0.5377777777777778,0.4622222222222222
594,15,8,333,63,270,0.1891891891891892,0.8108108108108109
595,15,9,386,68,318,0.17616580310880828,0.8238341968911918
596,15,10,373,86,287,0.23056300268096513,0.7694369973190348
597,15,11,340,74,266,0.21764705882352942,0.7823529411764706
598,15,12,390,89,301,0.2282051282051282,0.7717948717948718
599,15,13,258,46,212,0.17829457364341086,0.8217054263565892
600,15,14,229,30,199,0.13100436681222707,0.868995633187773
601,15,15,224,48,176,0.21428571428571427,0.7857142857142857
602,15,16,310,77,233,0.24838709677419354,0.7516129032258064
603,15,17,231,138,93,0.5974025974025974,0.4025974025974026
604,15,18,199,105,94,0.5276381909547738,0.4723618090452261
605,15,19,264,89,175,0.3371212121212121,0.6628787878787878
606,15,20,180,90,90,0.5,0.5
607,15,21,187,108,79,0.5775401069518716,0.42245989304812837
608,15,22,202,107,95,0.5297029702970297,0.47029702970297027
609,15,23,216,133,83,0.6157407407407407,0.38425925925925924
610,15,24,189,92,97,0.48677248677248675,0.5132275132275133
611,16,1,311,65,246,0.2090032154340836,0.7909967845659164
612,16,2,219,131,88,0.5981735159817352,0.4018264840182648
613,16,3,209,134,75,0.6411483253588517,0.3588516746411483
614,16,4,226,123,103,0.5442477876106194,0.4557522123893805
615,16,5,185,97,88,0.5243243243243243,0.4756756756756757
616,16,6,207,111,96,0.5362318840579711,0.463768115942029
617,16,7,222,101,121,0.45495495495495497,0.545045045045045
618,16,8,132,80,52,0.6060606060606061,0.3939393939393939
619,16,9,245,147,98,0.6,0.4
620,16,10,217,129,88,0.5944700460829493,0.4055299539170507
621,16,11,227,104,123,0.4581497797356828,0.5418502202643172
622,16,12,178,103,75,0.5786516853932584,0.42134831460674155
623,16,13,216,78,138,0.3611111111111111,0.6388888888888888
624,16,14,185,107,78,0.5783783783783784,0.42162162162162165
625,16,15,252,162,90,0.6428571428571429,0.35714285714285715
626,16,16,256,143,113,0.55859375,0.44140625
627,16,17,228,88,140,0.38596491228070173,0.6140350877192983
628,16,18,250,111,139,0.444,0.556
629,16,19,190,92,98,0.4842105263157895,0.5157894736842106
630,16,20,206,130,76,0.6310679611650486,0.36893203883495146
631,16,21,186,100,86,0.5376344086021505,0.46236559139784944
632,16,22,198,106,92,0.5353535353535354,0.46464646464646464
633,16,23,225,60,165,0.26666666666666666,0.7333333333333333
634,16,24,151,86,65,0.5695364238410596,0.4304635761589404
635,16,25,249,150,99,0.6024096385542169,0.39759036144578314
636,16,26,219,123,96,0.5616438356164384,0.4383561643835616
637,16,27,189,106,83,0.5608465608465608,0.43915343915343913
638,16,28,277,160,117,0.5776173285198556,0.4223826714801444
639,16,29,199,109,90,0.5477386934673367,0.45226130653266333
640,16,30,209,122,87,0.583732057416268,0.41626794258373206
641,16,31,246,154,92,0.6260162601626016,0.37398373983739835
642,16,32,234,60,174,0.2564102564102564,0.7435897435897436
643,16,33,235,134,101,0.5702127659574469,0.4297872340425532
644,16,34,209,129,80,0.6172248803827751,0.3827751196172249
645,16,35,220,72,148,0.32727272727272727,0.6727272727272727
646,16,36,188,116,72,0.6170212765957447,0.3829787234042553
647,17,1,259,78,181,0.30115830115830117,0.6988416988416989
648,17,2,237,128,109,0.540084388185654,0.459915611814346
649,17,3,226,129,97,0.5707964601769911,0.42920353982300885
650,17,4,300,196,104,0.6533333333333333,0.3466666666666667
651,17,5,229,128,101,0.5589519650655022,0.4410480349344978
652,17,6,224,114,110,0.5089285714285714,0.49107142857142855
653,17,7,181,62,119,0.3425414364640884,0.6574585635359116
654,17,8,231,123,108,0.5324675324675324,0.4675324675324675
655,17,9,263,147,116,0.55893536121673,0.44106463878326996
656,17,10,278,158,120,0.5683453237410072,0.4316546762589928
657,17,11,217,130,87,0.5990783410138248,0.4009216589861751
658,17,12,268,102,166,0.3805970149253731,0.6194029850746269
659,17,13,207,123,84,0.5942028985507246,0.4057971014492754
660,17,14,262,124,138,0.4732824427480916,0.5267175572519084
661,17,15,260,137,123,0.5269230769230769,0.47307692307692306
662,17,16,226,97,129,0.42920353982300885,0.5707964601769911
663,17,17,234,134,100,0.5726495726495726,0.42735042735042733
664,17,18,295,181,114,0.6135593220338983,0.3864406779661017
665,17,19,142,80,62,0.5633802816901409,0.43661971830985913
666,17,20,343,196,147,0.5714285714285714,0.42857142857142855
667,17,21,353,200,153,0.56657223796034,0.43342776203966005
668,17,22,276,147,129,0.532608695652174,0.4673913043478261
669,17,23,177,98,79,0.5536723163841808,0.4463276836158192
670,17,24,300,192,108,0.64,0.36
671,17,25,202,117,85,0.5792079207920792,0.4207920792079208
672,17,26,313,191,122,0.610223642172524,0.38977635782747605
673,17,27,236,137,99,0.5805084745762712,0.4194915254237288
674,17,28,211,117,94,0.5545023696682464,0.44549763033175355
675,17,29,220,142,78,0.6454545454545455,0.35454545454545455
676,17,30,228,87,141,0.3815789473684211,0.618421052631579
677,17,31,190,105,85,0.5526315789473685,0.4473684210526316
678,17,32,175,112,63,0.64,0.36
679,17,33,165,93,72,0.5636363636363636,0.43636363636363634
680,17,34,188,105,83,0.5585106382978723,0.44148936170212766
681,17,35,195,114,81,0.5846153846153846,0.4153846153846154
682,17,36,295,163,132,0.5525423728813559,0.44745762711864406
683,17,37,219,132,87,0.6027397260273972,0.3972602739726027
684,17,38,288,170,118,0.5902777777777778,0.4097222222222222
685,17,39,263,146,117,0.5551330798479087,0.4448669201520912
686,17,40,256,147,109,0.57421875,0.42578125
687,17,41,311,202,109,0.6495176848874598,0.3504823151125402
688,18,1,231,108,123,0.4675324675324675,0.5324675324675324
689,18,2,272,108,164,0.39705882352941174,0.6029411764705882
690,18,3,321,145,176,0.4517133956386293,0.5482866043613707
691,18,4,314,156,158,0.4968152866242038,0.5031847133757962
692,18,5,202,141,61,0.698019801980198,0.30198019801980197
693,18,6,273,162,111,0.5934065934065934,0.4065934065934066
694,18,7,297,158,139,0.531986531986532,0.468013468013468
695,18,8,312,166,146,0.532051282051282,0.46794871794871795
696,18,9,309,176,133,0.56957928802589,0.43042071197411
697,18,10,394,215,179,0.5456852791878173,0.4543147208121827
698,18,11,255,128,127,0.5019607843137255,0.4980392156862745
699,18,12,273,161,112,0.5897435897435898,0.41025641025641024
700,18,13,318,156,162,0.49056603773584906,0.5094339622641509
701,18,14,299,163,136,0.5451505016722408,0.45484949832775917
702,18,15,320,131,189,0.409375,0.590625
703,18,16,296,166,130,0.5608108108108109,0.4391891891891892
704,18,17,312,153,159,0.49038461538461536,0.5096153846153846
705,18,18,279,170,109,0.6093189964157706,0.3906810035842294
706,18,19,305,178,127,0.5836065573770491,0.4163934426229508
707,18,20,251,148,103,0.5896414342629482,0.4103585657370518
708,18,21,381,194,187,0.5091863517060368,0.49081364829396323
709,18,22,356,202,154,0.5674157303370787,0.43258426966292135
710,18,23,270,139,131,0.5148148148148148,0.48518518518518516
711,18,24,288,124,164,0.4305555555555556,0.5694444444444444
712,18,25,304,122,182,0.40131578947368424,0.5986842105263158
713,18,26,364,199,165,0.5467032967032966,0.4532967032967033
714,18,27,226,119,107,0.5265486725663717,0.47345132743362833
715,18,28,294,154,140,0.5238095238095238,0.47619047619047616
716,18,29,308,154,154,0.5,0.5
717,18,30,327,155,172,0.4740061162079511,0.5259938837920489
718,18,31,300,130,170,0.43333333333333335,0.5666666666666667
719,18,32,314,189,125,0.6019108280254777,0.3980891719745223
720,18,33,238,126,112,0.5294117647058824,0.47058823529411764
721,18,34,405,236,169,0.582716049382716,0.41728395061728396
722,18,35,368,204,164,0.5543478260869565,0.44565217391304346
723,18,36,293,147,146,0.5017064846416383,0.49829351535836175
724,18,37,358,178,180,0.4972067039106145,0.5027932960893855
725,18,38,294,158,136,0.5374149659863946,0.46258503401360546
726,18,39,210,110,100,0.5238095238095238,0.47619047619047616
727,18,40,351,151,200,0.4301994301994302,0.5698005698005698
728,18,41,357,204,153,0.5714285714285714,0.42857142857142855
729,18,42,249,143,106,0.5742971887550201,0.42570281124497994
730,18,43,241,96,145,0.3983402489626556,0.6016597510373444
731,18,44,287,144,143,0.5017421602787456,0.49825783972125437
732,18,45,286,108,178,0.3776223776223776,0.6223776223776224
733,18,46,341,144,197,0.4222873900293255,0.5777126099706745
734,18,47,198,100,98,0.5050505050505051,0.494949494949495
735,18,48,218,125,93,0.573394495412844,0.42660550458715596
736,18,49,195,101,94,0.517948717948718,0.48205128205128206
737,18,50,218,126,92,0.5779816513761468,0.42201834862385323
738,19,1,320,228,92,0.7125,0.2875
739,19,2,486,306,180,0.6296296296296297,0.37037037037037035
740,19,3,282,168,114,0.5957446808510638,0.40425531914893614
741,19,4,407,248,159,0.6093366093366094,0.3906633906633907
742,19,5,395,247,148,0.6253164556962025,0.37468354430379747
743,19,6,379,196,183,0.5171503957783641,0.48284960422163586
744,19,7,340,212,128,0.6235294117647059,0.3764705882352941
745,19,8,409,222,187,0.5427872860635696,0.4572127139364303
746,19,9,253,166,87,0.6561264822134387,0.3438735177865613
747,19,10,409,256,153,0.6259168704156479,0.3740831295843521
748,19,11,389,246,143,0.6323907455012854,0.3676092544987147
749,19,12,297,178,119,0.5993265993265994,0.4006734006734007
750,19,13,402,212,190,0.527363184079602,0.472636815920398
751,19,14,382,244,138,0.6387434554973822,0.3612565445026178
752,19,15,477,258,219,0.5408805031446541,0.4591194968553459
753,19,16,382,226,156,0.5916230366492147,0.4083769633507853
754,19,17,301,173,128,0.574750830564784,0.42524916943521596
755,19,18,318,187,131,0.5880503144654088,0.4119496855345912
756,19,19,460,279,181,0.6065217391304348,0.3934782608695652
757,19,20,321,184,137,0.573208722741433,0.42679127725856697
758,19,21,330,200,130,0.6060606060606061,0.3939393939393939
759,19,22,387,223,164,0.5762273901808785,0.42377260981912146
760,19,23,375,235,140,0.6266666666666667,0.37333333333333335
761,19,24,295,182,113,0.6169491525423729,0.38305084745762713
762,19,25,339,228,111,0.672566371681416,0.3274336283185841
763,19,26,344,247,97,0.7180232558139535,0.2819767441860465
764,19,27,339,176,163,0.5191740412979351,0.4808259587020649
765,19,28,390,206,184,0.5282051282051282,0.4717948717948718
766,19,29,343,186,157,0.5422740524781341,0.4577259475218659
767,19,30,319,203,116,0.6363636363636364,0.36363636363636365
768,19,31,311,186,125,0.5980707395498392,0.40192926045016075
769,19,32,316,190,126,0.6012658227848101,0.3987341772151899
770,19,33,356,200,156,0.5617977528089888,0.43820224719101125
771,19,34,339,228,111,0.672566371681416,0.3274336283185841
772,19,35,312,199,113,0.6378205128205128,0.36217948717948717
773,19,36,406,233,173,0.5738916256157636,0.42610837438423643
774,19,37,350,175,175,0.5,0.5
775,19,38,302,174,128,0.5761589403973509,0.423841059602649
776,19,39,87,48,39,0.5517241379310345,0.4482758620689655
777,19,40,376,222,154,0.5904255319148937,0.4095744680851064
778,19,41,334,190,144,0.5688622754491018,0.4311377245508982
779,19,42,284,153,131,0.5387323943661971,0.4612676056338028
780,19,43,426,236,190,0.5539906103286385,0.4460093896713615
781,19,44,393,241,152,0.6132315521628499,0.38676844783715014
782,19,45,348,207,141,0.5948275862068966,0.4051724137931034
783,19,46,377,257,120,0.6816976127320955,0.3183023872679045
784,19,47,489,258,231,0.5276073619631901,0.4723926380368098
785,19,48,347,209,138,0.6023054755043228,0.3976945244956772
786,19,49,435,232,203,0.5333333333333333,0.4666666666666667
787,19,50,271,150,121,0.5535055350553506,0.44649446494464945
788,19,51,413,292,121,0.7070217917675545,0.2929782082324455
789,19,52,390,201,189,0.5153846153846153,0.4846153846153846
790,19,53,332,207,125,0.6234939759036144,0.37650602409638556
791,19,54,279,146,133,0.5232974910394266,0.4767025089605735
792,19,55,314,191,123,0.60828025477707,0.39171974522292996
793,19,56,384,254,130,0.6614583333333334,0.3385416666666667
794,19,57,303,171,132,0.5643564356435643,0.43564356435643564
795,20,1,216,114,102,0.5277777777777778,0.4722222222222222
796,20,2,116,75,41,0.646551724137931,0.35344827586206895
797,20,3,219,122,97,0.5570776255707762,0.4429223744292237
798,20,4,121,60,61,0.49586776859504134,0.5041322314049587
799,20,5,253,126,127,0.4980237154150198,0.5019762845849802
800,20,6,128,78,50,0.609375,0.390625
801,20,7,212,115,97,0.5424528301886793,0.45754716981132076
802,20,8,280,172,108,0.6142857142857143,0.38571428571428573
803,20,9,319,174,145,0.5454545454545454,0.45454545454545453
804,20,10,196,108,88,0.5510204081632653,0.4489795918367347
805,20,11,300,163,137,0.5433333333333333,0.45666666666666667
806,20,12,133,67,66,0.5037593984962406,0.49624060150375937
807,20,13,283,157,126,0.5547703180212014,0.4452296819787986
808,20,14,168,95,73,0.5654761904761905,0.43452380952380953
809,20,15,224,41,183,0.18303571428571427,0.8169642857142857
810,20,16,298,151,147,0.5067114093959731,0.49328859060402686
811,20,17,157,69,88,0.4394904458598726,0.5605095541401274
812,20,18,206,126,80,0.6116504854368932,0.3883495145631068
813,20,19,257,146,111,0.5680933852140078,0.43190661478599224
814,20,20,173,33,140,0.1907514450867052,0.8092485549132948
815,20,21,193,112,81,0.5803108808290155,0.41968911917098445
816,20,22,339,182,157,0.5368731563421829,0.4631268436578171
817,20,23,285,172,113,0.6035087719298246,0.39649122807017545
818,20,24,245,124,121,0.5061224489795918,0.49387755102040815
819,20,25,237,130,107,0.5485232067510548,0.45147679324894513
820,20,26,279,131,148,0.46953405017921146,0.5304659498207885
821,20,27,168,91,77,0.5416666666666666,0.4583333333333333
822,20,28,190,111,79,0.5842105263157895,0.41578947368421054
823,20,29,325,203,122,0.6246153846153846,0.37538461538461537
824,20,30,152,99,53,0.6513157894736842,0.34868421052631576
825,20,31,246,151,95,0.6138211382113821,0.3861788617886179
826,20,32,258,166,92,0.6434108527131783,0.35658914728682173
827,20,33,146,101,45,0.6917808219178082,0.3082191780821918
828,20,34,286,112,174,0.3916083916083916,0.6083916083916084
829,20,35,143,80,63,0.5594405594405595,0.4405594405594406
830,20,36,90,60,30,0.6666666666666666,0.3333333333333333
831,20,37,92,54,38,0.5869565217391305,0.41304347826086957
832,20,38,112,64,48,0.5714285714285714,0.42857142857142855
833,20,39,43,20,23,0.46511627906976744,0.5348837209302325
834,21,1,327,208,119,0.636085626911315,0.363914373088685
835,21,2,201,118,83,0.5870646766169154,0.4129353233830846
836,21,3,305,184,121,0.6032786885245902,0.39672131147540984
837,21,4,283,151,132,0.5335689045936396,0.4664310954063604
838,21,5,335,188,147,0.5611940298507463,0.4388059701492537
839,21,6,257,154,103,0.5992217898832685,0.40077821011673154
840,21,7,328,198,130,0.6036585365853658,0.39634146341463417
841,21,8,270,151,119,0.5592592592592592,0.44074074074074077
842,21,9,334,192,142,0.5748502994011976,0.4251497005988024
843,21,10,281,163,118,0.5800711743772242,0.4199288256227758
844,21,11,284,190,94,0.6690140845070423,0.33098591549295775
845,21,12,270,161,109,0.5962962962962963,0.40370370370370373
846,21,13,260,145,115,0.5576923076923077,0.4423076923076923
847,21,14,349,209,140,0.5988538681948424,0.40114613180515757
848,21,15,261,151,110,0.578544061302682,0.421455938697318
849,21,16,265,164,101,0.6188679245283019,0.38113207547169814
850,21,17,250,137,113,0.548,0.452
851,21,18,327,201,126,0.6146788990825688,0.3853211009174312
852,21,19,303,199,104,0.6567656765676567,0.3432343234323432
853,21,20,279,170,109,0.6093189964157706,0.3906810035842294
854,21,21,233,149,84,0.6394849785407726,0.3605150214592275
855,21,22,281,169,112,0.6014234875444839,0.398576512455516
856,21,23,269,146,123,0.5427509293680297,0.45724907063197023
857,21,24,285,172,113,0.6035087719298246,0.39649122807017545
858,21,25,279,153,126,0.5483870967741935,0.45161290322580644
859,21,26,257,157,100,0.6108949416342413,0.38910505836575876
860,21,27,298,150,148,0.5033557046979866,0.4966442953020134
861,21,28,333,191,142,0.5735735735735735,0.4264264264264264
862,21,29,293,170,123,0.5802047781569966,0.4197952218430034
863,21,30,195,115,80,0.5897435897435898,0.41025641025641024
864,21,31,219,135,84,0.6164383561643836,0.3835616438356164
865,21,32,271,164,107,0.6051660516605166,0.3948339483394834
866,21,33,289,169,120,0.5847750865051903,0.41522491349480967
867,21,34,276,143,133,0.5181159420289855,0.48188405797101447
868,21,35,309,202,107,0.6537216828478964,0.34627831715210355
869,21,36,288,170,118,0.5902777777777778,0.4097222222222222
870,21,37,237,132,105,0.5569620253164557,0.4430379746835443
871,21,38,245,151,94,0.6163265306122448,0.3836734693877551
872,21,39,206,121,85,0.587378640776699,0.41262135922330095
873,21,40,245,161,84,0.6571428571428571,0.34285714285714286
874,21,41,314,175,139,0.5573248407643312,0.4426751592356688
875,21,42,314,190,124,0.6050955414012739,0.39490445859872614
876,21,43,285,177,108,0.6210526315789474,0.37894736842105264
877,21,44,295,165,130,0.559322033898305,0.4406779661016949
878,21,45,289,161,128,0.5570934256055363,0.4429065743944637
879,21,46,325,180,145,0.5538461538461539,0.4461538461538462
880,21,47,252,146,106,0.5793650793650794,0.42063492063492064
881,21,48,265,165,100,0.6226415094339622,0.37735849056603776
882,21,49,330,182,148,0.5515151515151515,0.4484848484848485
883,21,50,245,142,103,0.5795918367346938,0.4204081632653061
884,21,51,326,202,124,0.6196319018404908,0.3803680981595092
885,21,52,300,160,140,0.5333333333333333,0.4666666666666667
886,21,53,225,123,102,0.5466666666666666,0.4533333333333333
887,21,54,230,142,88,0.6173913043478261,0.3826086956521739
888,22,1,175,102,73,0.5828571428571429,0.41714285714285715
889,22,2,333,147,186,0.44144144144144143,0.5585585585585585
890,22,3,436,26,410,0.05963302752293578,0.9403669724770642
891,22,4,274,16,258,0.058394160583941604,0.9416058394160584
892,22,5,320,32,288,0.1,0.9
893,22,6,336,34,302,0.10119047619047619,0.8988095238095238
894,22,7,240,24,216,0.1,0.9
895,22,8,372,175,197,0.47043010752688175,0.5295698924731183
896,22,9,257,12,245,0.04669260700389105,0.953307392996109
897,22,10,436,50,386,0.11467889908256881,0.8853211009174312
898,22,11,264,27,237,0.10227272727272728,0.8977272727272727
899,22,12,293,109,184,0.3720136518771331,0.6279863481228669
900,22,13,315,41,274,0.13015873015873017,0.8698412698412699
901,22,14,229,44,185,0.19213973799126638,0.8078602620087336
902,22,15,234,21,213,0.08974358974358974,0.9102564102564102
903,22,16,286,32,254,0.11188811188811189,0.8881118881118881
904,22,17,333,30,303,0.09009009009009009,0.9099099099099099
905,22,18,249,25,224,0.10040160642570281,0.8995983935742972
906,22,19,124,43,81,0.3467741935483871,0.6532258064516129
907,22,20,305,38,267,0.12459016393442623,0.8754098360655738
908,22,21,300,123,177,0.41,0.59
909,22,22,268,30,238,0.11194029850746269,0.8880597014925373
910,22,23,343,216,127,0.6297376093294461,0.37026239067055394
911,22,24,370,29,341,0.07837837837837838,0.9216216216216216
912,22,25,337,32,305,0.09495548961424333,0.9050445103857567
913,23,1,331,202,129,0.6102719033232629,0.38972809667673713
914,23,2,309,172,137,0.5566343042071198,0.44336569579288027
915,23,3,306,197,109,0.6437908496732027,0.3562091503267974
916,23,4,368,215,153,0.5842391304347826,0.4157608695652174
917,23,5,285,84,201,0.29473684210526313,0.7052631578947368
918,23,6,321,118,203,0.367601246105919,0.632398753894081
919,23,7,263,76,187,0.2889733840304182,0.7110266159695817
920,23,8,362,182,180,0.5027624309392266,0.4972375690607735
921,23,9,240,64,176,0.26666666666666666,0.7333333333333333
922,23,10,337,120,217,0.3560830860534125,0.6439169139465876
923,23,11,325,79,246,0.24307692307692308,0.7569230769230769
924,23,12,336,183,153,0.5446428571428571,0.45535714285714285
925,23,13,193,39,154,0.20207253886010362,0.7979274611398963
926,23,14,297,173,124,0.5824915824915825,0.4175084175084175
927,23,15,258,74,184,0.2868217054263566,0.7131782945736435
928,23,16,313,187,126,0.597444089456869,0.402555910543131
929,23,17,177,37,140,0.20903954802259886,0.7909604519774012
930,23,18,279,132,147,0.4731182795698925,0.5268817204301075
931,23,19,235,50,185,0.2127659574468085,0.7872340425531915
932,23,20,184,45,139,0.24456521739130435,0.7554347826086957
933,23,21,319,191,128,0.5987460815047022,0.4012539184952978
934,23,22,303,170,133,0.5610561056105611,0.4389438943894389
935,23,23,325,180,145,0.5538461538461539,0.4461538461538462
936,23,24,236,54,182,0.2288135593220339,0.7711864406779662
937,23,25,278,96,182,0.34532374100719426,0.6546762589928058
938,23,26,306,130,176,0.42483660130718953,0.5751633986928104
939,23,27,329,186,143,0.5653495440729484,0.43465045592705165
940,23,28,327,167,160,0.5107033639143731,0.4892966360856269
